direct_visual,annotation_index,cue,associations,AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates,score,num_associations
0,127,pluck,"[""parsley"", ""cucumber""]",33ISQZVXPQ8M171KQ1WQQL0B80CCCW,A1HKYY6XI2OHO1,3HRWUH63QUOI76R2AFDU36SLU4YN5Y,Submitted,2022-05-25 08:24:55+03:00,random_10_12_candidates_1596,"[""rhino.jpg"", ""penguin.jpg""]","[""parsley.jpg"", ""cucumber.jpg""]",0,67,endangered,pluck,"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",67,2
0,128,bathroom,"[""pee"", ""floss""]",3VSOLARPKCVWQ9YYLOBYVSV9W3X39B,A382S0KJMW3K9S,3HRWUH63QUOI76R2AFDU36SLU4YN5Y,Submitted,2022-05-25 14:21:48+03:00,random_10_12_candidates_1596,"[""pee.jpg"", ""floss.jpg""]","[""valley.jpg"", ""penguin.jpg"", ""plow.jpg""]",67,50,bathroom,snow,"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",67,2
1,129,snow,"[""valley"", ""penguin"", ""plow""]",3VSOLARPKCVWQ9YYLOBYVSV9W3X39B,A382S0KJMW3K9S,3HRWUH63QUOI76R2AFDU36SLU4YN5Y,Submitted,2022-05-25 14:21:48+03:00,random_10_12_candidates_1596,"[""pee.jpg"", ""floss.jpg""]","[""valley.jpg"", ""penguin.jpg"", ""plow.jpg""]",67,50,bathroom,snow,"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",50,3
0,130,cgew,"[""sweet potato"", ""tuna""]",3ZOTGHDK5JX3HDNJDSVH0QYAJN2SO0,A3RTW9UWYKSNWX,3HRWUH63QUOI76R2AFDU36SLU4YN5Y,Submitted,2022-05-26 10:59:30+03:00,random_10_12_candidates_1596,"[""sweet potato.jpg"", ""tuna.jpg""]","[""sweet potato.jpg"", ""tuna.jpg""]",100,100,cgew,chew,"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",100,2
0,131,chew,"[""sweet potato"", ""tuna""]",3ZOTGHDK5JX3HDNJDSVH0QYAJN2SO0,A3RTW9UWYKSNWX,3HRWUH63QUOI76R2AFDU36SLU4YN5Y,Submitted,2022-05-26 10:59:30+03:00,random_10_12_candidates_1596,"[""sweet potato.jpg"", ""tuna.jpg""]","[""sweet potato.jpg"", ""tuna.jpg""]",100,100,cgew,chew,"[""lint"", ""valley"", ""sweet potato"", ""parsley"", ""visitor"", ""rhino"", ""cucumber"", ""tuna"", ""pee"", ""penguin"", ""plow"", ""floss""]",100,2
0,132,clockwise,"[""record"", ""milky way""]",3PM8NZGV8Z2EY6MYMFT8O3A2DX0XQN,A1HKYY6XI2OHO1,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-25 08:19:32+03:00,random_10_12_candidates_1732,"[""record.jpg"", ""milky way.jpg""]","[""deli.jpg"", ""tear.jpg""]",67,0,clockwise,onions,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",67,2
0,133,onions,"[""deli"", ""tear""]",3PM8NZGV8Z2EY6MYMFT8O3A2DX0XQN,A1HKYY6XI2OHO1,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-25 08:19:32+03:00,random_10_12_candidates_1732,"[""record.jpg"", ""milky way.jpg""]","[""deli.jpg"", ""tear.jpg""]",67,0,clockwise,onions,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",0,2
0,134,diagram,"[""mucus"", ""milky way""]",34T446B1C1027F64EL36VKYAZGU0CG,A3RTW9UWYKSNWX,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-26 05:47:59+03:00,random_10_12_candidates_1732,"[""mucus.jpg"", ""milky way.jpg""]","[""propeller.jpg"", ""record.jpg"", ""milky way.jpg""]",67,50,diagram,spin,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",67,2
0,135,spin,"[""propeller"", ""record"", ""milky way""]",34T446B1C1027F64EL36VKYAZGU0CG,A3RTW9UWYKSNWX,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-26 05:47:59+03:00,random_10_12_candidates_1732,"[""mucus.jpg"", ""milky way.jpg""]","[""propeller.jpg"", ""record.jpg"", ""milky way.jpg""]",67,50,diagram,spin,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",50,3
1,136,eyes,"[""tear"", ""corridor""]",3X87C8JFV7X62P0ZS5NLPVTAYP3SQT,A382S0KJMW3K9S,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-26 14:02:09+03:00,random_10_12_candidates_1732,"[""tear.jpg"", ""corridor.jpg""]","[""mucus.jpg"", ""corridor.jpg""]",67,100,eyes,mouth,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",67,2
0,137,mouth,"[""mucus"", ""corridor""]",3X87C8JFV7X62P0ZS5NLPVTAYP3SQT,A382S0KJMW3K9S,3X0EMNLXEPBZ8LIUWL8ZBTRF771PV3,Submitted,2022-05-26 14:02:09+03:00,random_10_12_candidates_1732,"[""tear.jpg"", ""corridor.jpg""]","[""mucus.jpg"", ""corridor.jpg""]",67,100,eyes,mouth,"[""mucus"", ""towel"", ""propeller"", ""deli"", ""record"", ""milky way"", ""fog"", ""tear"", ""corridor"", ""scales"", ""jewelry"", ""rubber""]",100,2
0,138,hits,"[""hooker"", ""lady""]",3QAVNHZ3ENQRBWYSJ0TYN90A264AL7,A1HKYY6XI2OHO1,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-25 08:18:28+03:00,random_10_12_candidates_1433,"[""hooker.jpg"", ""lady.jpg""]","[""pullover.jpg"", ""drawers.jpg""]",67,67,hits,fold,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",67,2
0,139,fold,"[""pullover"", ""drawers""]",3QAVNHZ3ENQRBWYSJ0TYN90A264AL7,A1HKYY6XI2OHO1,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-25 08:18:28+03:00,random_10_12_candidates_1433,"[""hooker.jpg"", ""lady.jpg""]","[""pullover.jpg"", ""drawers.jpg""]",67,67,hits,fold,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",67,2
0,140,solo,"[""hooker"", ""fender""]",3M0NZ3JDP2KEAF3F35TQNDVMP7Z5ZF,A3RTW9UWYKSNWX,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-26 11:11:37+03:00,random_10_12_candidates_1433,"[""hooker.jpg"", ""fender.jpg""]","[""formula.jpg"", ""gymnast.jpg""]",100,67,solo,contest,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",100,2
0,141,contest,"[""formula"", ""gymnast""]",3M0NZ3JDP2KEAF3F35TQNDVMP7Z5ZF,A3RTW9UWYKSNWX,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-26 11:11:37+03:00,random_10_12_candidates_1433,"[""hooker.jpg"", ""fender.jpg""]","[""formula.jpg"", ""gymnast.jpg""]",100,67,solo,contest,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",67,2
1,142,female,"[""nurse"", ""gymnast"", ""lady""]",3QHK8ZVMIN4WU63KPETUIKKGKVTLBV,A382S0KJMW3K9S,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-26 13:46:23+03:00,random_10_12_candidates_1433,"[""nurse.jpg"", ""gymnast.jpg"", ""lady.jpg""]","[""nurse.jpg"", ""gymnast.jpg"", ""lady.jpg""]",50,80,female,lady,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",50,3
1,143,lady,"[""nurse"", ""gymnast"", ""lady""]",3QHK8ZVMIN4WU63KPETUIKKGKVTLBV,A382S0KJMW3K9S,3RZS0FBRWKW39CCU54DUL13QM0LCPR,Submitted,2022-05-26 13:46:23+03:00,random_10_12_candidates_1433,"[""nurse.jpg"", ""gymnast.jpg"", ""lady.jpg""]","[""nurse.jpg"", ""gymnast.jpg"", ""lady.jpg""]",50,80,female,lady,"[""formula"", ""hooker"", ""nurse"", ""fender"", ""gymnast"", ""spy"", ""pullover"", ""anteater"", ""lady"", ""drawers""]",80,3
1,144,nose,"[""nurse"", ""wet"", ""nose""]",3KXIR214I5268LW30T12VAF13VC24R,A382S0KJMW3K9S,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 00:40:04+03:00,random_10_12_candidates_1367,"[""nurse.jpg"", ""wet.jpg"", ""nose.jpg""]","[""colt.jpg"", ""cop.jpg""]",50,67,nose,gun,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",50,3
1,145,gun,"[""colt"", ""cop""]",3KXIR214I5268LW30T12VAF13VC24R,A382S0KJMW3K9S,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 00:40:04+03:00,random_10_12_candidates_1367,"[""nurse.jpg"", ""wet.jpg"", ""nose.jpg""]","[""colt.jpg"", ""cop.jpg""]",50,67,nose,gun,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",67,2
0,146,healthy,"[""granola"", ""lunch""]",384PI804XTNIEWV0B7T6AP2SKDYS07,A16184N1RO5OJV,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 01:16:11+03:00,random_10_12_candidates_1367,"[""granola.jpg"", ""lunch.jpg""]","[""spray.jpg"", ""wet.jpg""]",0,0,healthy,water,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",0,2
1,147,water,"[""spray"", ""wet""]",384PI804XTNIEWV0B7T6AP2SKDYS07,A16184N1RO5OJV,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 01:16:11+03:00,random_10_12_candidates_1367,"[""granola.jpg"", ""lunch.jpg""]","[""spray.jpg"", ""wet.jpg""]",0,0,healthy,water,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",0,2
0,148,deflect,"[""colt"", ""cop""]",3JC6VJ2SAC5D97V7RDDR6K4DGGYA5D,A1HKYY6XI2OHO1,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 07:21:09+03:00,random_10_12_candidates_1367,"[""colt.jpg"", ""cop.jpg""]","[""nurse.jpg"", ""cop.jpg""]",67,67,deflect,responder,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",67,2
0,149,responder,"[""nurse"", ""cop""]",3JC6VJ2SAC5D97V7RDDR6K4DGGYA5D,A1HKYY6XI2OHO1,3IVKZBIBJ0VR3C32JDVPRX5HMCXSHW,Submitted,2022-05-25 07:21:09+03:00,random_10_12_candidates_1367,"[""colt.jpg"", ""cop.jpg""]","[""nurse.jpg"", ""cop.jpg""]",67,67,deflect,responder,"[""nurse"", ""clicker"", ""colt"", ""granola"", ""temple"", ""spray"", ""wet"", ""nose"", ""lunch"", ""cop""]",67,2
0,150,competition,"[""medal"", ""ash""]",3XCC1ODXDMXU1A0MDGNGZLOEBFERQH,A16184N1RO5OJV,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-25 01:24:16+03:00,random_10_12_candidates_149,"[""medal.jpg"", ""ash.jpg""]","[""portrait.jpg"", ""pet.jpg"", ""ash.jpg""]",0,50,competition,attentive,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",0,2
0,151,attentive,"[""portrait"", ""pet"", ""ash""]",3XCC1ODXDMXU1A0MDGNGZLOEBFERQH,A16184N1RO5OJV,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-25 01:24:16+03:00,random_10_12_candidates_149,"[""medal.jpg"", ""ash.jpg""]","[""portrait.jpg"", ""pet.jpg"", ""ash.jpg""]",0,50,competition,attentive,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",50,3
0,152,maw,"[""eating"", ""laughter""]",3KWTYT0871PU5QMBO42HFYKO9RJ5L9,A1HKYY6XI2OHO1,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-25 05:20:23+03:00,random_10_12_candidates_149,"[""eating.jpg"", ""laughter.jpg""]","[""eating.jpg"", ""peanut butter.jpg""]",67,67,maw,protein,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",67,2
0,153,protein,"[""eating"", ""peanut butter""]",3KWTYT0871PU5QMBO42HFYKO9RJ5L9,A1HKYY6XI2OHO1,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-25 05:20:23+03:00,random_10_12_candidates_149,"[""eating.jpg"", ""laughter.jpg""]","[""eating.jpg"", ""peanut butter.jpg""]",67,67,maw,protein,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",67,2
1,154,teeth,"[""eating"", ""laughter""]",33CID57105FRRBZ7ALEO01M4W003L0,A382S0KJMW3K9S,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-26 00:29:12+03:00,random_10_12_candidates_149,"[""eating.jpg"", ""laughter.jpg""]","[""portrait.jpg"", ""laughter.jpg"", ""ash.jpg""]",67,50,teeth,male,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",67,2
1,155,male,"[""portrait"", ""laughter"", ""ash""]",33CID57105FRRBZ7ALEO01M4W003L0,A382S0KJMW3K9S,3G4VVJO6PZ2LSAOIXHUS9KGYR9UKPC,Submitted,2022-05-26 00:29:12+03:00,random_10_12_candidates_149,"[""eating.jpg"", ""laughter.jpg""]","[""portrait.jpg"", ""laughter.jpg"", ""ash.jpg""]",67,50,teeth,male,"[""portrait"", ""ribbon"", ""eating"", ""mitt"", ""foot"", ""cabinet"", ""medal"", ""peanut butter"", ""pet"", ""smog"", ""laughter"", ""ash""]",50,3
0,156,vertical,"[""monument"", ""chimney""]",3OVHNO1VE7N9ESI8IBB9LPJE2I0ZD8,A1HKYY6XI2OHO1,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-25 06:57:33+03:00,random_10_12_candidates_1673,"[""monument.jpg"", ""chimney.jpg""]","[""monument.jpg"", ""flag.jpg""]",0,0,vertical,country,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",0,2
0,157,country,"[""monument"", ""flag""]",3OVHNO1VE7N9ESI8IBB9LPJE2I0ZD8,A1HKYY6XI2OHO1,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-25 06:57:33+03:00,random_10_12_candidates_1673,"[""monument.jpg"", ""chimney.jpg""]","[""monument.jpg"", ""flag.jpg""]",0,0,vertical,country,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",0,2
1,158,teeth,"[""dentist"", ""cleavage""]",3X3OR7WPZ0MDS85DM29KRIUFCJXL89,A382S0KJMW3K9S,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-25 13:03:38+03:00,random_10_12_candidates_1673,"[""dentist.jpg"", ""cleavage.jpg""]","[""monument.jpg"", ""hot tub.jpg""]",67,67,teeth,pool,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",67,2
1,159,pool,"[""monument"", ""hot tub""]",3X3OR7WPZ0MDS85DM29KRIUFCJXL89,A382S0KJMW3K9S,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-25 13:03:38+03:00,random_10_12_candidates_1673,"[""dentist.jpg"", ""cleavage.jpg""]","[""monument.jpg"", ""hot tub.jpg""]",67,67,teeth,pool,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",67,2
1,160,stars,"[""constellation"", ""flag"", ""cleavage""]",35LDD5557BQHTRPZV372H0IV7SEKMY,A16184N1RO5OJV,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-26 00:42:37+03:00,random_10_12_candidates_1673,"[""constellation.jpg"", ""flag.jpg"", ""cleavage.jpg""]","[""truck.jpg"", ""microphone.jpg""]",0,67,stars,loud,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",0,3
0,161,loud,"[""truck"", ""microphone""]",35LDD5557BQHTRPZV372H0IV7SEKMY,A16184N1RO5OJV,3AC6MFV69K4O4OPGE5PXNQ2K9RXHZQ,Submitted,2022-05-26 00:42:37+03:00,random_10_12_candidates_1673,"[""constellation.jpg"", ""flag.jpg"", ""cleavage.jpg""]","[""truck.jpg"", ""microphone.jpg""]",0,67,stars,loud,"[""truck"", ""constellation"", ""monument"", ""llama"", ""dentist"", ""basil"", ""microphone"", ""hot tub"", ""hedge"", ""chimney"", ""flag"", ""cleavage""]",67,2
0,162,spa,"[""shower"", ""polish""]",38F71OA9GUI6D5XLUSG51NQQYQ7FMO,A16184N1RO5OJV,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-25 01:35:26+03:00,random_10_12_candidates_878,"[""shower.jpg"", ""polish.jpg""]","[""wolf.jpg"", ""rainforest.jpg""]",67,0,spa,woods,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",67,2
1,163,woods,"[""wolf"", ""rainforest""]",38F71OA9GUI6D5XLUSG51NQQYQ7FMO,A16184N1RO5OJV,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-25 01:35:26+03:00,random_10_12_candidates_878,"[""shower.jpg"", ""polish.jpg""]","[""wolf.jpg"", ""rainforest.jpg""]",67,0,spa,woods,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",0,2
0,164,endangered,"[""wolf"", ""rainforest""]",3WS1NTTKEZY9ARQE5NT73QJDWO90F4,A1HKYY6XI2OHO1,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-25 08:47:14+03:00,random_10_12_candidates_878,"[""wolf.jpg"", ""rainforest.jpg""]","[""pizza.jpg"", ""worker.jpg""]",0,67,endangered,lactose,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",0,2
0,165,lactose,"[""pizza"", ""worker""]",3WS1NTTKEZY9ARQE5NT73QJDWO90F4,A1HKYY6XI2OHO1,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-25 08:47:14+03:00,random_10_12_candidates_878,"[""wolf.jpg"", ""rainforest.jpg""]","[""pizza.jpg"", ""worker.jpg""]",0,67,endangered,lactose,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",67,2
1,166,purple,"[""polish"", ""mardi gras""]",3TU5ZICBRENOJ5LQE7HG84T9MT5Q8W,A3RTW9UWYKSNWX,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-26 05:39:48+03:00,random_10_12_candidates_878,"[""polish.jpg"", ""mardi gras.jpg""]","[""orchestra.jpg"", ""wolf.jpg""]",67,100,purple,hear,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",67,2
0,167,hear,"[""orchestra"", ""wolf""]",3TU5ZICBRENOJ5LQE7HG84T9MT5Q8W,A3RTW9UWYKSNWX,3ZRKL6Z1E8PD3G8RZ7D76XTG7CKSGX,Submitted,2022-05-26 05:39:48+03:00,random_10_12_candidates_878,"[""polish.jpg"", ""mardi gras.jpg""]","[""orchestra.jpg"", ""wolf.jpg""]",67,100,purple,hear,"[""orchestra"", ""pizza"", ""shower"", ""wolf"", ""poster"", ""polish"", ""rainforest"", ""worker"", ""hook"", ""mardi gras""]",100,2
0,168,bite,"[""tomato"", ""icing"", ""burger""]",3NVC2EB65RLBRA66T03EU9O04ALY3T,A382S0KJMW3K9S,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 02:29:22+03:00,random_10_12_candidates_976,"[""tomato.jpg"", ""icing.jpg"", ""burger.jpg""]","[""tomato.jpg"", ""icing.jpg"", ""burger.jpg""]",80,50,bite,food,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",80,3
1,169,food,"[""tomato"", ""icing"", ""burger""]",3NVC2EB65RLBRA66T03EU9O04ALY3T,A382S0KJMW3K9S,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 02:29:22+03:00,random_10_12_candidates_976,"[""tomato.jpg"", ""icing.jpg"", ""burger.jpg""]","[""tomato.jpg"", ""icing.jpg"", ""burger.jpg""]",80,50,bite,food,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",50,3
0,170,treat,"[""coffee"", ""icing""]",378XPAWRUDZPLVQMYXWLVT8IL25AIO,A1HKYY6XI2OHO1,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 07:29:57+03:00,random_10_12_candidates_976,"[""coffee.jpg"", ""icing.jpg""]","[""goalie.jpg"", ""tomato.jpg""]",0,67,treat,throw,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",0,2
0,171,throw,"[""goalie"", ""tomato""]",378XPAWRUDZPLVQMYXWLVT8IL25AIO,A1HKYY6XI2OHO1,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 07:29:57+03:00,random_10_12_candidates_976,"[""coffee.jpg"", ""icing.jpg""]","[""goalie.jpg"", ""tomato.jpg""]",0,67,treat,throw,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",67,2
1,172,ketchup,"[""tomato"", ""burger""]",3ZAK8W07I50YT9N40CO6PQKG6D40UN,A2QX3YJXAAHHVV,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 18:58:42+03:00,random_10_12_candidates_976,"[""tomato.jpg"", ""burger.jpg""]","[""coffee.jpg"", ""icing.jpg"", ""burger.jpg""]",0,80,ketchup,topping,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",0,2
0,173,topping,"[""coffee"", ""icing"", ""burger""]",3ZAK8W07I50YT9N40CO6PQKG6D40UN,A2QX3YJXAAHHVV,3SR6AEG6W5FOZYFBIJNE9JTI3XTHYZ,Submitted,2022-05-25 18:58:42+03:00,random_10_12_candidates_976,"[""tomato.jpg"", ""burger.jpg""]","[""coffee.jpg"", ""icing.jpg"", ""burger.jpg""]",0,80,ketchup,topping,"[""goalie"", ""museum"", ""tomato"", ""penguin"", ""torn"", ""hangman"", ""diagram"", ""coffee"", ""icing"", ""burger""]",80,3
0,174,outdoor,"[""ferret"", ""duckling"", ""landscape""]",3L0KT67Y8F2FBRRLJF4F2HWCWQTYSU,A2QX3YJXAAHHVV,3SX4X51T80VXVX3V6Q4OQ68CCS4AO6,Submitted,2022-05-25 04:57:15+03:00,random_10_12_candidates_418,"[""ferret.jpg"", ""duckling.jpg"", ""landscape.jpg""]","[""ferret.jpg"", ""duckling.jpg"", ""landscape.jpg""]",80,50,outdoor,nature,"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",80,3
1,175,nature,"[""ferret"", ""duckling"", ""landscape""]",3L0KT67Y8F2FBRRLJF4F2HWCWQTYSU,A2QX3YJXAAHHVV,3SX4X51T80VXVX3V6Q4OQ68CCS4AO6,Submitted,2022-05-25 04:57:15+03:00,random_10_12_candidates_418,"[""ferret.jpg"", ""duckling.jpg"", ""landscape.jpg""]","[""ferret.jpg"", ""duckling.jpg"", ""landscape.jpg""]",80,50,outdoor,nature,"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",50,3
0,176,dive,"[""duckling"", ""landscape""]",3ZPPDN2SLWIZ07EVA8SUEJZ6NRL9E4,A1HKYY6XI2OHO1,3SX4X51T80VXVX3V6Q4OQ68CCS4AO6,Submitted,2022-05-25 08:15:19+03:00,random_10_12_candidates_418,"[""duckling.jpg"", ""landscape.jpg""]","[""truck.jpg"", ""crown.jpg""]",67,67,dive,king,"[""laptop"", ""jogger"", ""truck"", ""crown"", ""waffle"", ""creature"", ""handyman"", ""ferret"", ""tub"", ""duckling"", ""attic"", ""landscape""]",67,2
