AssignmentId,WorkerId,HITId,AssignmentStatus,SubmitTime,id,selected_images_q1,selected_images_q2,score_fooling_ai_1,score_fooling_ai_2,cue1,cue2,candidates,cue,associations,num_associations,annotation_index
39LNWE0K4VI9044K42DCVUKCQTSIUD,A3RTW9UWYKSNWX,31JUPBOORNQB6O7JW04I2YYNRS58LB,Submitted,2022-05-13 22:19:35+03:00,393,"[""jail.jpg"", ""music.jpg""]","[""jail.jpg"", ""music.jpg"", ""beer.jpg""]",67,50,noisy,metal,"[""jail.jpg"", ""pour.jpg"", ""music.jpg"", ""beer.jpg"", ""pancake.jpg""]",metal,"[""jail"", ""music"", ""beer""]",3,149
3PPTZCWALR6331MDNXHTLOQDJKVQZI,A2SDOD67560IN8,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 20:29:57+03:00,173,"[""organ.jpg"", ""blood.jpg""]","[""swamp.jpg"", ""blood.jpg""]",0,67,donate,pool,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",pool,"[""swamp"", ""blood""]",2,150
3PPTZCWALR6331MDNXHTLOQDJKVQZI,A2SDOD67560IN8,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 20:29:57+03:00,173,"[""organ.jpg"", ""blood.jpg""]","[""swamp.jpg"", ""blood.jpg""]",0,67,donate,pool,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",pool,"[""swamp"", ""blood""]",2,151
3T111IHZ5FCO9BJ0WECUDQYP03KR9G,A3UJSDFJ9LBQ6Z,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 21:13:51+03:00,173,"[""swamp.jpg"", ""cola.jpg"", ""blood.jpg""]","[""organ.jpg"", ""blood.jpg""]",50,67,liquid,cell,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",cell,"[""organ"", ""blood""]",2,152
3T111IHZ5FCO9BJ0WECUDQYP03KR9G,A3UJSDFJ9LBQ6Z,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 21:13:51+03:00,173,"[""swamp.jpg"", ""cola.jpg"", ""blood.jpg""]","[""organ.jpg"", ""blood.jpg""]",50,67,liquid,cell,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",cell,"[""organ"", ""blood""]",2,153
3FFJ6VRIL2ATKIS46VZS6NW5A3AI0U,A1HKYY6XI2OHO1,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 21:24:19+03:00,173,"[""organ.jpg"", ""blood.jpg"", ""red.jpg""]","[""organ.jpg"", ""blood.jpg""]",0,67,transfusion,internal,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",internal,"[""organ"", ""blood""]",2,154
3FFJ6VRIL2ATKIS46VZS6NW5A3AI0U,A1HKYY6XI2OHO1,3BA7SXOG1JCM9M2W1K1EOA7MXKUR8K,Submitted,2022-05-13 21:24:19+03:00,173,"[""organ.jpg"", ""blood.jpg"", ""red.jpg""]","[""organ.jpg"", ""blood.jpg""]",0,67,transfusion,internal,"[""swamp.jpg"", ""cola.jpg"", ""organ.jpg"", ""blood.jpg"", ""red.jpg""]",internal,"[""organ"", ""blood""]",2,155
3KKG4CDWKJKH85H2L2GH5XNF8OD49L,A1OZPLHNIU1519,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 19:37:10+03:00,391,"[""forest.jpg"", ""water.jpg"", ""rain.jpg""]","[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]",0,50,spring,field,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",field,"[""forest"", ""slide"", ""ball""]",3,156
3KKG4CDWKJKH85H2L2GH5XNF8OD49L,A1OZPLHNIU1519,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 19:37:10+03:00,391,"[""forest.jpg"", ""water.jpg"", ""rain.jpg""]","[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]",0,50,spring,field,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",field,"[""forest"", ""slide"", ""ball""]",3,157
3YDGXNSEO0GHU0YSGAA351S4OJD84K,AZLZA0Q87TJZO,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 21:00:22+03:00,391,"[""water.jpg"", ""rain.jpg""]","[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]",0,50,condensation,play,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",play,"[""forest"", ""slide"", ""ball""]",3,158
3YDGXNSEO0GHU0YSGAA351S4OJD84K,AZLZA0Q87TJZO,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 21:00:22+03:00,391,"[""water.jpg"", ""rain.jpg""]","[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]",0,50,condensation,play,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",play,"[""forest"", ""slide"", ""ball""]",3,159
3TXWC2NHN0C0AQJDB3CZ303LM53S95,A1HKYY6XI2OHO1,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 21:12:31+03:00,391,"[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]","[""forest.jpg"", ""slide.jpg""]",50,0,play,climb,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",climb,"[""forest"", ""slide""]",2,160
3TXWC2NHN0C0AQJDB3CZ303LM53S95,A1HKYY6XI2OHO1,32ZCLEW0BZ6QHQI0FWUG85GLCD0JP4,Submitted,2022-05-13 21:12:31+03:00,391,"[""forest.jpg"", ""slide.jpg"", ""ball.jpg""]","[""forest.jpg"", ""slide.jpg""]",50,0,play,climb,"[""forest.jpg"", ""water.jpg"", ""slide.jpg"", ""ball.jpg"", ""rain.jpg""]",climb,"[""forest"", ""slide""]",2,161
34T446B1C1027F64EL36VKYAXY40CO,A16184N1RO5OJV,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 19:59:51+03:00,511,"[""princess.jpg"", ""bats.jpg"", ""woman.jpg""]","[""bats.jpg"", ""jet.jpg""]",50,67,hair,soar,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",soar,"[""bats"", ""jet""]",2,162
34T446B1C1027F64EL36VKYAXY40CO,A16184N1RO5OJV,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 19:59:51+03:00,511,"[""princess.jpg"", ""bats.jpg"", ""woman.jpg""]","[""bats.jpg"", ""jet.jpg""]",50,67,hair,soar,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",soar,"[""bats"", ""jet""]",2,163
3AMW0RGHOEOOM07FKWRAQWTU4A6NPC,AZLZA0Q87TJZO,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 20:53:55+03:00,511,"[""princess.jpg"", ""woman.jpg""]","[""bats.jpg"", ""jet.jpg""]",0,0,style,flight,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",flight,"[""bats"", ""jet""]",2,164
3AMW0RGHOEOOM07FKWRAQWTU4A6NPC,AZLZA0Q87TJZO,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 20:53:55+03:00,511,"[""princess.jpg"", ""woman.jpg""]","[""bats.jpg"", ""jet.jpg""]",0,0,style,flight,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",flight,"[""bats"", ""jet""]",2,165
35DR22AR5E6MR5GWO4HCBVHR1SQX3W,AKQAI78JTXXC9,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 21:06:34+03:00,511,"[""bats.jpg"", ""jet.jpg""]","[""bats.jpg"", ""jet.jpg""]",0,0,flight,airborne,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",airborne,"[""bats"", ""jet""]",2,166
35DR22AR5E6MR5GWO4HCBVHR1SQX3W,AKQAI78JTXXC9,3Z56AA6EK4M88S6G3X8ZIXHLL25M65,Submitted,2022-05-13 21:06:34+03:00,511,"[""bats.jpg"", ""jet.jpg""]","[""bats.jpg"", ""jet.jpg""]",0,0,flight,airborne,"[""list.jpg"", ""princess.jpg"", ""bats.jpg"", ""jet.jpg"", ""woman.jpg""]",airborne,"[""bats"", ""jet""]",2,167
3P529IW9KZ7M7NF0UGFQ1AB1X9SFL8,A1HKYY6XI2OHO1,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 21:20:00+03:00,607,"[""snake.jpg"", ""eyebrow.jpg""]","[""car.jpg"", ""snake.jpg"", ""driver.jpg""]",0,50,striking,maneuver,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",maneuver,"[""car"", ""snake"", ""driver""]",3,168
3P529IW9KZ7M7NF0UGFQ1AB1X9SFL8,A1HKYY6XI2OHO1,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 21:20:00+03:00,607,"[""snake.jpg"", ""eyebrow.jpg""]","[""car.jpg"", ""snake.jpg"", ""driver.jpg""]",0,50,striking,maneuver,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",maneuver,"[""car"", ""snake"", ""driver""]",3,169
3R6P78PK7LXG40J0E9NZ5MLUS1QTG0,A16184N1RO5OJV,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 22:06:00+03:00,607,"[""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg""]","[""snake.jpg"", ""eyebrow.jpg"", ""needle.jpg""]",0,0,focus,blue,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",blue,"[""snake"", ""eyebrow"", ""needle""]",3,170
3R6P78PK7LXG40J0E9NZ5MLUS1QTG0,A16184N1RO5OJV,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 22:06:00+03:00,607,"[""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg""]","[""snake.jpg"", ""eyebrow.jpg"", ""needle.jpg""]",0,0,focus,blue,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",blue,"[""snake"", ""eyebrow"", ""needle""]",3,171
3E47SOBEYRIDEANKIBSC1OY6JTLCIX,A3RTW9UWYKSNWX,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 22:20:46+03:00,607,"[""snake.jpg"", ""eyebrow.jpg"", ""needle.jpg""]","[""snake.jpg"", ""eyebrow.jpg""]",0,0,blue,stare,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",stare,"[""snake"", ""eyebrow""]",2,172
3E47SOBEYRIDEANKIBSC1OY6JTLCIX,A3RTW9UWYKSNWX,32CAVSKPCEBWEEAS6TN4EB7YQDSU17,Submitted,2022-05-13 22:20:46+03:00,607,"[""snake.jpg"", ""eyebrow.jpg"", ""needle.jpg""]","[""snake.jpg"", ""eyebrow.jpg""]",0,0,blue,stare,"[""car.jpg"", ""snake.jpg"", ""eyebrow.jpg"", ""driver.jpg"", ""needle.jpg""]",stare,"[""snake"", ""eyebrow""]",2,173
3HMIGG0U4MSXS7CC5HYALQWBJJPY86,A3UJSDFJ9LBQ6Z,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 19:23:15+03:00,1116,"[""wing.jpg"", ""island.jpg"", ""moon.jpg""]","[""night.jpg"", ""moon.jpg""]",50,100,above,light,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",light,"[""night"", ""moon""]",2,174
3HMIGG0U4MSXS7CC5HYALQWBJJPY86,A3UJSDFJ9LBQ6Z,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 19:23:15+03:00,1116,"[""wing.jpg"", ""island.jpg"", ""moon.jpg""]","[""night.jpg"", ""moon.jpg""]",50,100,above,light,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",light,"[""night"", ""moon""]",2,175
3NGMS9VZTM407V5485CS6X6H0DZFFW,AKQAI78JTXXC9,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 21:02:20+03:00,1116,"[""night.jpg"", ""moon.jpg""]","[""wing.jpg"", ""island.jpg""]",67,0,sky,airborne,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",airborne,"[""wing"", ""island""]",2,176
3NGMS9VZTM407V5485CS6X6H0DZFFW,AKQAI78JTXXC9,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 21:02:20+03:00,1116,"[""night.jpg"", ""moon.jpg""]","[""wing.jpg"", ""island.jpg""]",67,0,sky,airborne,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",airborne,"[""wing"", ""island""]",2,177
3YDTZAI2WY2ZJ0E7HP1OQR5WADQ14C,A1HKYY6XI2OHO1,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 22:03:58+03:00,1116,"[""night.jpg"", ""wing.jpg"", ""moon.jpg""]","[""sleep.jpg"", ""moon.jpg""]",50,100,heavenly,mare,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",mare,"[""sleep"", ""moon""]",2,178
3YDTZAI2WY2ZJ0E7HP1OQR5WADQ14C,A1HKYY6XI2OHO1,33QQ60S6AS4W7PPAAAJ406OOLLMU04,Submitted,2022-05-13 22:03:58+03:00,1116,"[""night.jpg"", ""wing.jpg"", ""moon.jpg""]","[""sleep.jpg"", ""moon.jpg""]",50,100,heavenly,mare,"[""night.jpg"", ""wing.jpg"", ""sleep.jpg"", ""dark.jpg"", ""island.jpg"", ""moon.jpg""]",mare,"[""sleep"", ""moon""]",2,179
3NC5L260MP8UD8IX78VITRFVSDZFOP,A3UJSDFJ9LBQ6Z,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 19:05:48+03:00,162,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg""]","[""nail.jpg"", ""clap.jpg""]",50,0,fingerprint,pinky,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",pinky,"[""nail"", ""clap""]",2,180
3NC5L260MP8UD8IX78VITRFVSDZFOP,A3UJSDFJ9LBQ6Z,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 19:05:48+03:00,162,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg""]","[""nail.jpg"", ""clap.jpg""]",50,0,fingerprint,pinky,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",pinky,"[""nail"", ""clap""]",2,181
3Z4AIRP3C7ZQH22H103TN22U38CX14,AKQAI78JTXXC9,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 21:04:32+03:00,162,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg""]","[""nail.jpg"", ""clap.jpg""]",50,67,digits,celebrate,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",celebrate,"[""nail"", ""clap""]",2,182
3Z4AIRP3C7ZQH22H103TN22U38CX14,AKQAI78JTXXC9,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 21:04:32+03:00,162,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg""]","[""nail.jpg"", ""clap.jpg""]",50,67,digits,celebrate,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",celebrate,"[""nail"", ""clap""]",2,183
3PPTZCWALR6331MDNXHTLOQDJK5ZQ1,A1HKYY6XI2OHO1,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 21:06:24+03:00,162,"[""thumb.jpg"", ""clap.jpg""]","[""thumb.jpg"", ""pin.jpg""]",67,67,approve,indicate,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",indicate,"[""thumb"", ""pin""]",2,184
3PPTZCWALR6331MDNXHTLOQDJK5ZQ1,A1HKYY6XI2OHO1,3Z33IC0JC08EGY2NFWC2P3R02WPV96,Submitted,2022-05-13 21:06:24+03:00,162,"[""thumb.jpg"", ""clap.jpg""]","[""thumb.jpg"", ""pin.jpg""]",67,67,approve,indicate,"[""nail.jpg"", ""thumb.jpg"", ""clap.jpg"", ""pin.jpg"", ""pulp.jpg""]",indicate,"[""thumb"", ""pin""]",2,185
3I0BTBYZAY7FAI79ADLVSBQT0MM0YW,A2QX3YJXAAHHVV,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 19:53:31+03:00,1633,"[""wagon.jpg"", ""printing.jpg"", ""flag.jpg""]","[""country.jpg"", ""flag.jpg""]",50,67,rectangular,National,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",National,"[""country"", ""flag""]",2,186
3I0BTBYZAY7FAI79ADLVSBQT0MM0YW,A2QX3YJXAAHHVV,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 19:53:31+03:00,1633,"[""wagon.jpg"", ""printing.jpg"", ""flag.jpg""]","[""country.jpg"", ""flag.jpg""]",50,67,rectangular,National,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",National,"[""country"", ""flag""]",2,187
3HFNH7HEMI03CKR8X5T40HA78U2QGU,A3UJSDFJ9LBQ6Z,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 20:32:46+03:00,1633,"[""country.jpg"", ""printing.jpg""]","[""wagon.jpg"", ""snail.jpg""]",100,0,print,carry,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",carry,"[""wagon"", ""snail""]",2,188
3HFNH7HEMI03CKR8X5T40HA78U2QGU,A3UJSDFJ9LBQ6Z,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 20:32:46+03:00,1633,"[""country.jpg"", ""printing.jpg""]","[""wagon.jpg"", ""snail.jpg""]",100,0,print,carry,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",carry,"[""wagon"", ""snail""]",2,189
3EQHHY4HQTEEJY8ADD5126FGCZ65GP,A1HKYY6XI2OHO1,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 22:12:37+03:00,1633,"[""country.jpg"", ""flag.jpg""]","[""wagon.jpg"", ""printing.jpg""]",0,67,nation,cartridge,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",cartridge,"[""wagon"", ""printing""]",2,190
3EQHHY4HQTEEJY8ADD5126FGCZ65GP,A1HKYY6XI2OHO1,3TD33TP5DLODC3EM2LZ2KM8D5MRBAV,Submitted,2022-05-13 22:12:37+03:00,1633,"[""country.jpg"", ""flag.jpg""]","[""wagon.jpg"", ""printing.jpg""]",0,67,nation,cartridge,"[""country.jpg"", ""wagon.jpg"", ""printing.jpg"", ""weed.jpg"", ""flag.jpg"", ""snail.jpg""]",cartridge,"[""wagon"", ""printing""]",2,191
31JLPPHS2VGZXW24NDUGSIQYPN3O3Y,A2QX3YJXAAHHVV,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 19:40:02+03:00,349,"[""sun.jpg"", ""pickle.jpg"", ""spot.jpg""]","[""homework.jpg"", ""spot.jpg""]",80,0,circular,technical,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",technical,"[""homework"", ""spot""]",2,192
31JLPPHS2VGZXW24NDUGSIQYPN3O3Y,A2QX3YJXAAHHVV,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 19:40:02+03:00,349,"[""sun.jpg"", ""pickle.jpg"", ""spot.jpg""]","[""homework.jpg"", ""spot.jpg""]",80,0,circular,technical,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",technical,"[""homework"", ""spot""]",2,193
37WLF8U1WQCF4O478N0LS4L9FABK6Y,A3UJSDFJ9LBQ6Z,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 20:50:29+03:00,349,"[""face.jpg"", ""spot.jpg""]","[""face.jpg"", ""spot.jpg""]",67,67,gaze,lens,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",lens,"[""face"", ""spot""]",2,194
37WLF8U1WQCF4O478N0LS4L9FABK6Y,A3UJSDFJ9LBQ6Z,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 20:50:29+03:00,349,"[""face.jpg"", ""spot.jpg""]","[""face.jpg"", ""spot.jpg""]",67,67,gaze,lens,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",lens,"[""face"", ""spot""]",2,195
3YOH7BII0AT0JEJ89V8T4W18W34KVR,AKQAI78JTXXC9,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 21:07:42+03:00,349,"[""sun.jpg"", ""pickle.jpg""]","[""sun.jpg"", ""spot.jpg""]",67,0,protection,watch,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",watch,"[""sun"", ""spot""]",2,196
3YOH7BII0AT0JEJ89V8T4W18W34KVR,AKQAI78JTXXC9,3TKSOBLOHL2IVDJE8ZZYFXSJN4CBBQ,Submitted,2022-05-13 21:07:42+03:00,349,"[""sun.jpg"", ""pickle.jpg""]","[""sun.jpg"", ""spot.jpg""]",67,0,protection,watch,"[""sun.jpg"", ""pickle.jpg"", ""homework.jpg"", ""face.jpg"", ""spot.jpg""]",watch,"[""sun"", ""spot""]",2,197
3X66WABAJX4B5JL6ZUH8N9HWY18G3Z,A3UJSDFJ9LBQ6Z,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:25:57+03:00,558,"[""pottery.jpg"", ""bullet.jpg""]","[""restaurant.jpg"", ""pea.jpg""]",67,100,smooth,napkin,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",napkin,"[""restaurant"", ""pea""]",2,198
3X66WABAJX4B5JL6ZUH8N9HWY18G3Z,A3UJSDFJ9LBQ6Z,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:25:57+03:00,558,"[""pottery.jpg"", ""bullet.jpg""]","[""restaurant.jpg"", ""pea.jpg""]",67,100,smooth,napkin,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",napkin,"[""restaurant"", ""pea""]",2,199
3X66WABAJX4B5JL6ZUH8N9HWY1BG32,A2QX3YJXAAHHVV,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:34:56+03:00,558,"[""pottery.jpg"", ""pea.jpg""]","[""restaurant.jpg"", ""pea.jpg""]",0,0,ceramic,mealtime,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",mealtime,"[""restaurant"", ""pea""]",2,200
3X66WABAJX4B5JL6ZUH8N9HWY1BG32,A2QX3YJXAAHHVV,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:34:56+03:00,558,"[""pottery.jpg"", ""pea.jpg""]","[""restaurant.jpg"", ""pea.jpg""]",0,0,ceramic,mealtime,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",mealtime,"[""restaurant"", ""pea""]",2,201
3TPZPLC3M1YHIWE52D7VHIVOZSZP3G,AZLZA0Q87TJZO,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:42:41+03:00,558,"[""pottery.jpg"", ""pea.jpg"", ""bullet.jpg""]","[""pottery.jpg"", ""pea.jpg""]",50,67,contain,dimple,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",dimple,"[""pottery"", ""pea""]",2,202
3TPZPLC3M1YHIWE52D7VHIVOZSZP3G,AZLZA0Q87TJZO,33W1NHWFYH7E9XGBEZ6M1958KEYTZ4,Submitted,2022-05-13 19:42:41+03:00,558,"[""pottery.jpg"", ""pea.jpg"", ""bullet.jpg""]","[""pottery.jpg"", ""pea.jpg""]",50,67,contain,dimple,"[""pottery.jpg"", ""restaurant.jpg"", ""pea.jpg"", ""bullet.jpg"", ""square.jpg""]",dimple,"[""pottery"", ""pea""]",2,203
3WI0P0II62E0C1WH8UHWZMHFRN1DRJ,AZLZA0Q87TJZO,3ATYLI1PRTO8WQ6Z0WH1J5BV284JON,Submitted,2022-05-13 18:59:53+03:00,387,"[""hunter.jpg"", ""golf.jpg""]","[""hunter.jpg"", ""teaspoon.jpg"", ""golf.jpg""]",67,50,distant,grasp,"[""money.jpg"", ""hunter.jpg"", ""treasure.jpg"", ""teaspoon.jpg"", ""golf.jpg""]",grasp,"[""hunter"", ""teaspoon"", ""golf""]",3,204
3WI0P0II62E0C1WH8UHWZMHFRN1DRJ,AZLZA0Q87TJZO,3ATYLI1PRTO8WQ6Z0WH1J5BV284JON,Submitted,2022-05-13 18:59:53+03:00,387,"[""hunter.jpg"", ""golf.jpg""]","[""hunter.jpg"", ""teaspoon.jpg"", ""golf.jpg""]",67,50,distant,grasp,"[""money.jpg"", ""hunter.jpg"", ""treasure.jpg"", ""teaspoon.jpg"", ""golf.jpg""]",grasp,"[""hunter"", ""teaspoon"", ""golf""]",3,205
3ZWFC4W1UVTXALADZ0CMNMK0318FRP,A3UJSDFJ9LBQ6Z,3ATYLI1PRTO8WQ6Z0WH1J5BV284JON,Submitted,2022-05-13 20:47:21+03:00,387,"[""treasure.jpg"", ""golf.jpg""]","[""hunter.jpg"", ""golf.jpg""]",67,67,face,hobby,"[""money.jpg"", ""hunter.jpg"", ""treasure.jpg"", ""teaspoon.jpg"", ""golf.jpg""]",hobby,"[""hunter"", ""golf""]",2,206
